category,count
"American, Burgers, Wings, Sandwich",3
"American, Comfort Food, Sandwich",3
"American, Salads, Sandwich, Healthy, Family Meals, Fast Food",3
"Asian, Family Friendly",3
"American, burger, Sandwiches",3
"American, Diner",3
"Vegetarian Friendly, Vietnamese",3
"Salads, American, Vegetarian, Healthy, Vegan Friendly, Gluten Free Friendly",3
"Healthy, Vegetarian, Salads, Juice and Smoothies",3
"Asian, Japanese, Chicken",3
"Mexican, Tacos, Burritos, Alcohol",3
"Burgers, Mexican, Tacos",3
"American, Comfort Food, Snack",3
"American, Coffee and Tea",3
"Hot Dog, American",3
"Drinks, Wine",3
"Fast Food, Healthy, Wraps",3
"Sandwich, Family Friendly",3
"Fast Food, Family Meals, Family Friendly",3
"Pizza, Wings, Desserts, Family Friendly, Sandwiches",3
Coffee &amp; Tea,3
"Korean, BBQ, Asian",3
"Thai, Family Friendly, Exclusive to Eats",3
"Everyday Essentials, Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care",3
"American, Steak, Salads, Healthy, Family Meals",3
"Sushi, Japanese, Family Friendly, Group Friendly",3
"Pizza, Salads, Desserts",3
"Desserts, Kids Friendly, Comfort Food",3
"Pizza, American, Italian, Family Friendly, Wings",3
"Breakfast and Brunch, American, Sandwich, Family Meals",3
"Desserts, Comfort Food, Kids Friendly",3
"Vietnamese, Family Meals",3
"BBQ, Breakfast and Brunch, Family Meals",3
"Indian, Chinese, Asian",3
"Salads, Italian, Desserts, Healthy, Family Friendly",3
"Italian, Salads, Pizza, Healthy, Wings",3
"American, Breakfast and Brunch, Sandwich, Alcohol",3
"Japanese, Asian, Sushi, Family Friendly, Group Friendly",3
"pizza, Wings, American",3
"Seafood, Cajun, Family Friendly, Exclusive to Eats, Comfort Food, American, Wings, Fish and Chips, Southern",3
"Mexican, Salads, Comfort Food, Healthy",3
"Bakery, Desserts, American, Family Meals",3
"Black-owned, American",3
"American, Breakfast and Brunch, Burritos",3
"Burgers, American, Sandwiches, Pizza",3
"Comfort Food, American, Wings, Group Friendly",3
"American, Breakfast and Brunch, Burgers, Exclusive to Eats",3
"Burgers, American, Sandwiches, BBQ",3
"Traditional American, Pizza",3
Vegetarian / Vegan,2
"BBQ, American, Burgers, Group Friendly",2
"Latin American, Mexican, Vegetarian, Family Meals, Healthy",2
"Chinese, Asian, Healthy",2
"Mediterranean, Greek, Vegetarian, Desserts, Healthy",2
"Asian, Asian Fusion, Gluten Free, Vegan, Korean",2
"Middle Eastern, Mediterranean, Pizza",2
"American, Thai, American, Healthy",2
"Deli, American, Sandwich",2
"Asian Fusion, Asian, Chinese, Family Friendly, Group Friendly",2
"Italian, Pizza, Desserts, Family Friendly",2
"Sandwich, Salads, Mediterranean, Rice Dishes, Falafel",2
"Korean, Family Meals",2
"American, Breakfast and Brunch, Sandwich, Family Meals",2
"Black-owned, Caribbean",2
"Sushi, Asian, Japanese, Noodles",2
"Wings, Pizza, American",2
"American, Burgers, Sandwich, Allergy Friendly",2
"Seafood, Pizza, American",2
"Chinese, Asian, Asian Fusion, Cantonese, Seafood",2
"Black-owned, American, Breakfast and Brunch",2
"Açaí, Healthy",2
"Salads, Pizza, Sandwich",2
"Irish, Sandwich, Bar Food, American",2
"Japanese, Asian, Asian Fusion, Family Friendly",2
"Mexican, New Mexican, Comfort Food, Alcohol",2
"Burritos, Mexican, Tex Mex, Alcohol",2
"PIzza, Wings",2
"Asian, Asian Fusion, Nepalese",2
"American, Bar Food, Pub, Alcohol",2
"Sandwiches, American, Alcohol",2
"Vegetarian Friendly, Ramen, Japanese, Asian, Family Meals, Group Friendly",2
"Sandwich, Mexican, Vegetarian Friendly",2
"Pizza, Pasta, Desserts",2
"Pizza, Italian, Allergy Friendly",2
"Burgers, Pizza, Sandwich, Family Friendly, Family Meals",2
"Middle Eastern, Salads, Healthy",2
"Indian, Halal, Pakistani",2
"Indian, Asian, Rice &amp; Curry",2
"Japanese, Korean, Sushi",2
"Asian Fusion, Asian, Chinese, Japanese",2
"Asian Fusion, Asian, Comfort Food",2
"Breakfast and Brunch, Burgers, American, Bar Food, Vegetarian Friendly",2
"Breakfast and Brunch, Bakery, Sandwich",2
"Mexican, Salads, Burritos",2
"Asian, Indian, Healthy",2
"American, Sandwiches, Family Meals",2
"Bakery, Pastry",2
"Deli, Sandwich, Fast Food",2
"Ice Cream &amp; Frozen Yogurt, Desserts, Coffee and Tea",2
"Seafood, American, Southern, Group Friendly",2
"Sandwich, Salads, Pizza, Desserts, Healthy, Family Meals",2
"Indian, Breakfast and Brunch, Desserts",2
"American, BBQ, New American, Family Meals",2
"American, Burgers, Family Meals, Group Friendly",2
"Indian, Asian, Seafood, Allergy Friendly",2
"American, Wings, BBQ",2
"Fast Food, Desserts, American",2
"Desserts, American, Bakery",2
"Burgers, Traditional American, American",2
"Italian, Pizza, Pasta, Sandwich",2
"Sandwich, Soup, Comfort Food",2
"Comfort Food, Fast Food",2
"Mexican, Kids Friendly, Desserts",2
"Portuguese, South African",2
"Sandwich, Salads, Pizza",2
"Pizza, Wings, Vegetarian, Healthy",2
"Ice Cream &amp; Frozen Yogurt, Desserts, Bubble Tea",2
"Pizza, Wings, Sandwiches, Desserts, Local Specialities, Family Friendly, American, Italian",2
"Indian, North Indian",2
"Greek, Sandwich, Mediterranean, Vegetarian Friendly",2
"Mexican, Latin American, New Mexican, Allergy Friendly, Family Meals",2
"Vietnamese, Asian Fusion",2
Diner,2
"Asian Fusion, Chinese, Vegetarian Friendly",2
"Pizza, Wings, American, Family Friendly",2
"Breakfast and Brunch, Salads, Sandwich, Desserts, Healthy",2
"Breakfast and Brunch, American, Pastry, Family Friendly",2
"Seafood, Fast Food, Southern, American, Fish and Chips, American, Seafood",2
"Snacks, Everyday Essentials, Convenience, Alcohol",2
"American, Hawaiian",2
"Italian, Family Friendly, Exclusive to Eats",2
"Pizza, Flour based food, Kids Friendly",2
"Pizza, American, Fast Food",2
"American, Breakfast and Brunch, Desserts, Family Meals",2
"Chinese, Chicken, Asian",2
"Desserts, Ice Cream + Frozen Yogurt, Pastry",2
"Fast Food, Burgers, Salads, American, Healthy",2
"Pizza, Fast Food, Comfort Food, Vegetarian, Italian",2
"Chinese, Asian, Chicken, Family Friendly",2
"pizza, Salads, Wings",2
"European, Modern European, Seafood, Group Friendly",2
"Grocery, Deli, Healthy, Convenience, Everyday Essentials",2
"Desserts, Ice Cream + Frozen Yogurt, Allergy Friendly",2
"Korean, Japanese",2
"Pizza, American, Italian, Sandwich, Salads, Healthy",2
"BBQ, Burgers, Sandwiches",2
"Breakfast and Brunch, American, Sandwiches, Healthy, Salads",2
"Breakfast and Brunch, Sandwich, Salads",2
"American, Chicken Strips, Chicken, Family Meals",2
"Asian, Japanese, Thai, Noodles, Fast Food",2
"Mexican, Chicken, Burgers",2
Malaysian,2
"American, Pizza, Desserts, Sandwiches",2
"Mediterranean, Sandwich, Salads, Healthy",2
Cupcakes,2
"Empanada, Spanish, Comfort Food",2
"American, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly",2
"Burgers, American, Italian, Salads, Pizza, Healthy",2
"Asian Fusion, Asian, Sushi, Japanese",2
"BBQ, Southern, Comfort Food, Family Meals, Wings",2
"Caribbean, Latin American",2
"New American, Breakfast and Brunch, Family Meals, Group Friendly, American, Alcohol",2
"Indian, Pakistani, Indian Curry, Vegetarian, Healthy",2
"Indian, Allergy Friendly, Family Friendly",2
"American, Salads, Sandwhiches, Healthy",2
"Desserts, Drinks, Comfort Food",2
"Chinese: Other, Noodles, Asian",2
"Korean, Burgers, BBQ, Exclusive to Eats",2
"Sandwich, Steak, American",2
"Sandwich, Breakfast and Brunch, American",2
"Chicken, Salads",2
"Desserts, Juice and Smoothies, Healthy",2
"American, Hot Dog, Comfort Food",2
"Burgers, American, Sandwiches, Italian",2
"Burgers, American, Sandwiches, Salads, Healthy, Family Friendly, Alcohol, Group Friendly",2
"Breakfast and Brunch, Healthy, Juice and Smoothies, Sandwich, Coffee and Tea",2
"American, Fast Food, Street Food",2
"Breakfast and Brunch, Bakery, Coffee and Tea",2
"American, Burgers, Sandwich, Fast Food",2
"Indian, Vegetarian Friendly, Family Friendly",2
"Sushi, Asian, Fast Food, Seafood, Desserts",2
"Alcohol, Liquor Stores, Beer",2
"Asian Fusion, Asian, Filipino",2
"American, Sandwich, Alcohol",2
"Black-owned, Indian, Vegetarian, Asian, Healthy",2
"Seafood, Thai, Asian, Vegetarian Friendly",2
"Cafe, Pastry, Coffee and Tea",2
"American, Italian, Desserts",2
"Asian Fusion, Asian, Chinese, Noodles",2
"Bubble Tea, Asian, Juice and Smoothies",2
"Italian, Vegetarian Friendly, Pizza, Family Friendly",2
"Burgers, American, Comfort Food, Family Meals",2
"Indian, Desserts",2
"Hawaiian, BBQ, Family Friendly",2
"Colombian, Latin American",2
"Indian, Asian, Nepalese",2
"Vietnamese, Noodles, Healthy, Family Meals",2
"Mexican, Salads, New Mexican",2
"Indian, Asian, Family Friendly",2
"Latin American, Mexican, Salvadorian",2
"Chicken, Salads, Asian, Chinese, Family Friendly, Asian Fusion, Family Meals",2
"American, Sandwiches, Diner, Alcohol",2
"Breakfast and Brunch, Mexican, Fast Food, Healthy, Desserts",2
"Indian, Indian Curry, Alcohol",2
"Indian, Comfort Food, Alcohol",2
"Indian, Pakistani, Indian Curry, Healthy, Snacks",2
"Juice and Smoothies, Desserts, Family Meals",2
"Pizza, Greek, Mediterranean",2
"Latin American, Mexican, Vegetarian, Allergy Friendly, Healthy",2
"American, Wings, Pasta",2
"American, Salads, Pizza",2
"Sandwich, Desserts, Salads, Healthy",2
"Middle Eastern, Halal, Vegetarian Friendly",2
"Bakery, Bar Food, BBQ, Breakfast and Brunch, burger, Cafe, Chicken Strips, Comfort Food, Desserts, Dinner, Fast Food, Fried Chicken, Hot Dog, Ice Cream + Frozen Yogurt, New American, Omelette, pasta, pizza, salad, Sandwich, Soup, Steak, Tacos, Traditional American, wings",2
"Seafood, Fish and Chips",2
"American, Sandwich, Desserts, Allergy Friendly",2
"Taiwanese, Bubble Tea",2
"Coffee and Tea, Bakery, Comfort Food",2
"Mediterranean, Salads, Desserts",2
"Cafe, Coffee and Tea, Allergy Friendly",2
"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly, Group Friendly",2
"African, Comfort Food, Chicken",2
"Sandwich, Salads, Traditional American, Fast Food",2
"BBQ, Comfort Food, Southern, Burgers, American, Traditional American, Family Meals",2
"American, Sandwich, BBQ",2
"Wings, Comfort Food, American",2
"Breakfast and Brunch, Sandwich, Salads, Desserts, Healthy",2
"Comfort Food, American, Healthy",2
"Mexican, Seafood, Family Meals",2
"Burgers, Japanese, American",2
"Sandwich, Italian, Salads, Healthy",2
"Bar Food, Traditional American, Burgers",2
"Pizza, Italian, Indian",2
"Burgers, Wings, American",2
"Japanese, Asian, Rice &amp; Curry",2
"African, Nigerian, West African",2
"Desserts, Ice Cream + Frozen Yogurt, Coffee and Tea",2
"American, Sandwich, Salads, Healthy, Family Meals",2
"Asian, Desserts, Juice and Smoothies, Bubble Tea, Coffee and Tea, Drinks, Snacks",2
"Burgers, American, Pasta",2
"Seafood, Sandwiches, Wings",2
"American, Seafood, Fish and Chips",2
"American, Chicken, Salads, Healthy",2
"Mediterranean, Greek, Sandwiches, Salads",2
"Mediterranean, Vegetarian, Turkish",2
"Wings, Chicken, Desserts",2
"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks, Pizza",2
"Pizza, American, Vegetarian",2
"Desserts, Drinks, Bubble Tea",2
"Breakfast and Brunch, Salads, Sandwich, Healthy",2
"Breakfast and Brunch, Coffee and Tea, Fast Food, American, Coffee and Tea",2
"Desserts, Breakfast and Brunch, American",2
"American, Vegetarian, Sandwiches",2
"Breakfast and Brunch, American, Sandwiches, Exclusive to Eats, Group Friendly",2
"BBQ, Salads, Chicken, Healthy",2
"Japanese, Sushi, Healthy, Family Friendly",2
"Fast Food, American, Desserts, Exclusive to Eats",2
"Breakfast and Brunch, American, Burgers, Sandwich, Family Meals",2
"Sushi, Seafood, Japanese, Family Friendly, Group Friendly",2
"Salads, Healthy, Vegetarian Friendly",2
"Soul Food, American, Sandwiches",2
"Asian, Hawaiian",2
"Chicken Strips, Fried Chicken, American, Family Meals",2
"Vegan, Vegetarian, Burgers, Fast Food, American, Diner",2
"Japanese, Salads, Healthy",2
"Asian, Family Meals",2
Chinese: Noodles &amp; Dumplings,2
"Black-owned, Burgers, Sandwich",2
"Japanese, Ramen, Sushi",2
"Mediterranean, Salads",2
"Peruvian, Latin American, Seafood, Allergy Friendly",2
"American, Burgers, Sandwiches, Family Friendly",2
"chocolatier, Desserts",2
"Indian, Indian Curry, Vegetarian Friendly",2
"Salads, Sandwich, Burgers, Healthy",2
"Pasta, Italian, American, Fast Food, Vegetarian Friendly",2
"Grocery, Everyday Essentials, Convenience, Snacks, Home &amp; Personal Care, Exclusive to Eats",2
"American, Salads, Wings, Family Meals, Healthy",2
"Japanese, Asian, Sushi, Ramen",2
"Coffee and Tea, American, Juice and Smoothies",2
"Burgers, American, Sandwiches, Wings, Family Meals",2
"Mexican, South American",2
"Breakfast and Brunch, American, Fast Food, Coffee and Tea, Healthy",2
"Thai, Asian, Noodles, Salads, Healthy",2
"American, Breakfast and Brunch, Desserts, Salads, Healthy",2
"Thai, Healthy",2
"Indian, Vegetarian Friendly, Comfort Food",2
"Healthy, Comfort Food",2
"Comfort Food, American, Hawaiian",2
"Italian, Pasta, Comfort Food, Pizza, Wings",2
"American, Sandwich, Healthy, Family Meals, Fast Food",2
"Peruvian, Latin American, Seafood, Exclusive to Eats",2
"American, Seafood, Sandwich",2
"Desserts, Healthy, Juice and Smoothies",2
"Flowers, florist, American",2
"Sandwich, Chicken, Fast Food",2
"Vegan, Vegetarian, Italian, Comfort Food, Fast Food",2
"Mediterranean, Sandwiches, Salads",2
"Chicken, Fast Food, American",2
"Coffee &amp; Tea, American, Breakfast and Brunch",2
"Mexican, Salads, Healthy",2
"Seafood, Japanese, Asian",2
"American, Breakfast and Brunch, Coffee and Tea, Diner, Desserts, Salads, Steak, Sandwich, Family Meals",2
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Healthy, Family Meals",2
"Grocery, Convenience",2
"Grocery, American, Everyday Essentials, Convenience",2
"Comfort Food, Kids Friendly",2
"Cafe, Deli, Sandwich",2
"American, Chicken, Pizza",2
"Mexican, Breakfast and Brunch, Gluten Free Friendly, Family Friendly, Alcohol",2
Tea &amp; Coffee,2
"Latin American, Mexican, Vegetarian, Allergy Friendly",2
"Pizza, Allergy Friendly",2
"Bubble Tea, Sandwich, Juice and Smoothies",2
"Thai, Asian, Vegetarian",2
"Seafood, American, Comfort Food, Family Meals",2
"BBQ, American, Burgers, Family Meals, Family Friendly",2
"American, Breakfast and Brunch, Coffee and Tea, Salads, Steak, Sandwich",2
"Asian Fusion, Chinese",2
"Caribbean, Allergy Friendly",2
"American, Bar Food, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings, Burgers",2
"Cajun, Seafood, Wings",2
"Breakfast and Brunch, Sandwiches, Bagels",2
"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Comfort Food, Pasta, Salads, Sandwiches, Wings, Burgers",2
"American, Burgers, Vegetarian",2
"Korean, Asian, Seafood",2
"Pharmacy, Convenience, Everyday Essentials, Baby, Mercado Express",2
"American, Pastry, Coffee and Tea, Exclusive to Eats",2
"American, Pastry, Coffee and Tea",2
"Puerto Rican, Latin American, Family Friendly",2
"Juice Bars &amp; Smoothies, Healthy, Fast Food, Juice and Smoothies",2
"Cajun, Southern, Comfort Food, Black-owned",2
"American, Sandwiches, Seafood",2
"Healthy, Juice and Smoothies, American",2
"Mexican, Tacos, Street Food",2
"Halal, Mediterranean, Middle Eastern",2
"Pizza, American, Italian, Pasta, Chicken",2
"Thai, Asian, Family Meals",2
"Italian, Pizza, American",2
"BBQ, Sandwiches, Burgers",2
"BBQ, Sandwich, Desserts",2
"Soup, Healthy, Salads",2
"Soul Food, American, Burgers, Black-owned",2
"Comfort Food, Cajun",2
"Bubble Tea, Asian, Coffee and Tea, Family Meals",2
"American, Cafe",2
"Italian, pizza",2
"Chinese, Asian, Desserts",2
"American, Fast Food, Wings, Breakfast and Brunch",2
"Asian, Fast Food, Comfort Food, Kids Friendly",2
"Japanese: Other, Asian, Chicken",2
"Asian Fusion, Chinese, Japanese",2
"Korean, Fried Chicken, Asian",2
"Halal, Family Meals",2
"Wings, Burgers, American",2
"Japanese, Asian Fusion",2
"Desserts, Ice Cream, Comfort Food",2
"Bakery, Sandwich, Desserts",2
"Pho, Vietnamese, Noodles",2
Dessert: Other,2
"Breakfast and Brunch, American, Healthy",2
"Thai, Comfort Food",2
"Indian, Biryani",2
"BBQ, Sandwich",2
"Black-owned, Mediterranean, Greek, Vegetarian, Healthy",2
"Mediterranean, Greek, Salads, Healthy",2
"Cafe, Breakfast and Brunch, American, New American",2
"Mexican, Comfort Food, New Mexican",2
"Vietnamese, Noodles, Vegetarian, Healthy",2
"Asian Fusion, Noodles, Fast Food, Healthy, Desserts",2
"Japanese, Noodles, Asian, Fast Food, Bubble Tea",2
"Salads, Pizza, American",2
"Japanese, Chinese, Asian Fusion",2
"Salads, Bar Food, Pizza",2
"Pakistani, Halal, Chicken, Indian Curry, Vegetarian",2
"Korean, Asian, Fast Food",2
"Halal, Chicken, Middle Eastern, Family Meals",2
"Burgers, American, New American, Fast Food",2
"Black-owned, Desserts, Vegetarian, Coffee and Tea, Healthy",2
"Asian, Japanese, Sushi, Chicken",2
"Middle Eastern, Mediterranean, Falafel, Sandwiches, Halal",2
"Indian, Vegan, Indian Curry, Healthy, Gluten Free",2
"Latin American, Salvadorian",2
"American, Breakfast and Brunch, Cheesesteak",2
"burger, Fast Food, American",2
"Japanese, Seafood, Sushi",2
"Juice and Smoothies, Healthy, Vegetarian",2
"Asian Fusion, Asian, Thai",2
"Salads, Sandwich, Deli, Family Meals",2
"Mediterranean, Kebab, Sandwiches",2
"Italian, Salads, Chicken, Healthy",2
"Vietnamese, Asian, Vegetarian",2
"American, Sandwich, Salads, Family Meals",2
"Latin American, Sandwiches, Salads",2
"Asian Fusion, Asian, Ramen",2
"Italian, Pizza, American, BBQ, Burgers",2
"Burgers, Comfort Food",2
"Korean, BBQ, Asian Fusion",2
"Asian, Vietnamese, Noodles",2
"American, Sandwich, Family Meals, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings, Burgers",2
"American, Fried Chicken, Fast Food, Group Friendly",2
"Pakistani, Halal",2
"Mexican, Family Friendly, Tacos",2
"Salads, American, Healthy",2
"Bakery, Pastry, American",2
"American, Burgers, Hot Dog",2
"Breakfast &amp; Brunch, Sandwich, Comfort Food",2
"Mexican, Vegetarian Friendly, Comfort Food",2
"Pizza, Salads, Wings, Healthy",2
"wings, Italian, pizza, American",2
"Black-owned, Mexican",2
"Vegan, Burgers, Healthy, Ice Cream",2
"Mexican, Tex Mex, Group Friendly",2
"Sandwich, Chicken, Salads",2
"Burgers, American, Salads, BBQ, Vegan",2
"Salads, Pizza, Healthy",2
"Bubble Tea, Juice and Smoothies, Family Meals",2
"American, Chicken Strips, Sandwich, Family Meals",2
"Italian, Pasta, Fast Food, American, Fried Chicken",2
"American, Pizza, Desserts, Alcohol",2
"Bakery, Sandwich, Breakfast and Brunch",2
"Seafood, Comfort Food, Desserts",2
"American, Sandwiches, Drinks",2
"Pizza, Sandwich, American",2
"Bakery, Desserts, Rolls, Family Meals",2
"Healthy, American, Juice and Smoothies, Allergy Friendly",2
"Pizza, Italian, Pasta, Allergy Friendly",2
"Pizza, Italian, Gluten Free",2
"Bubble Tea, Asian, Taiwanese",2
"Deli, Italian, Salads, Sandwiches",2
"American, Desserts, Kids Friendly, Allergy Friendly",2
"Indian, Vegetarian, Halal, Healthy",2
"Indian, Pakistani, Vegetarian, Vegan, Indian Curry",2
"Indian, Seafood, Vegetarian Friendly",2
"Indian, North Indian, Vegetarian Friendly",2
"Sandwiches, Vietnamese",2
"Mexican, New Mexican, Sandwich",2
"Wings, Chicken, Pizza",2
"Asian Fusion, BBQ, Hawaiian, Healthy, Family Friendly, Chicken, Fast Food, American, Salads, Comfort Food, Group Friendly",2
"Korean, BBQ, Vegetarian Friendly, Family Meals",2
"Wings, Chicken, Noodles",2
"American, Burgers, Sandwiches, Salads, Chicken",2
"Japanese, Asian, Noodles, Alcohol",2
"Desserts, Pizza, Comfort Food",2
"Latin American, Venezuelan, Arepa",2
"American, Comfort Food, Healthy, Alcohol",2
"Salads, Sandwich",2
"American, Burgers, Wings, Family Friendly",2
"Asian, Chicken, Fried Chicken",2
"American, Latin American",2
"American, Burgers, Fast Food, Family Friendly, Comfort Food",2
"Guatemalan, Mexican, Burgers, Latin American",2
"Vegetarian Friendly, Ramen, Japanese, Asian, Family Meals",2
"Tex Mex, Mexican, New Mexican",2
"Salads, Sandwich, Pizza, Healthy",2
"Salads, American, Vegetarian, Healthy, Gluten Free Friendly, Vegan Friendly",2
"Fried Chicken, pizza, Comfort Food",2
"Breakfast and Brunch, American, Sandwiches, Salads, Healthy",2
"Mediterranean, Healthy, Bowls, Alcohol",2
"Burritos, Dinner, Mexican, Tacos",2
"Korean, Noodles",2
"American, Sandwiches, Chicken, Family Meals",2
"American, Mexican",2
"American, Family Meals, Family Friendly, Group Friendly",2
"Spanish, Mexican, American",2
"American, Comfort Food, Breakfast and Brunch, Desserts",2
"Convenience, Vegan, Grocery",2
"Pizza, American, Italian, Gluten Free, Gluten Free Friendly",2
"Cafe, Juice and Smoothies, Fast Food, Healthy",2
"Greek, Falafel, Salads",2
"chocolatier, Desserts, Comfort Food",2
"Seafood, Salads, Wings",2
"Comfort Food, American, New American",2
"Sushi, Family Friendly, Group Friendly",2
"Healthy, Family Meals, Family Friendly",2
"Asian, Salads, Sandwich",2
"Juice Bars, American, Juice and Smoothies",2
"Bakery, Breakfast and Brunch, Cafe",2
"Burgers, New American, Family Friendly",2
"Steak, Family Friendly",2
"South Indian, Indian, Healthy, Vegetarian, Vegan Friendly",2
"Pizza, Fast Food",2
"Indian, Chinese, Asian Fusion",2
"Mediterranean, Salads, Pizza, Healthy",2
"Mexican, Chicken, Salads",2
"Ramen, Japanese, Comfort Food, Exclusive to Eats",2
"Japanese: Sushi, Japanese, Asian",2
"American, Burgers, Sandwiches, Family Meals",2
"Indian, South Indian",2
"Pho, Vietnamese, Asian",2
"Wings, Seafood",2
"Salads, Pasta, Sandwiches",2
"American, Desserts, Cupcakes",2
"Desserts, Ice Cream + Frozen Yogurt, Juice and Smoothies, Candy",2
"Mediterranean, Salads, Chicken, Healthy",2
"Thai, Asian, Salads",2
"Indian, Vegetarian, Nepalese",2
"Japanese, Asian, Comfort Food",2
"Japanese, Sushi, Family Meals, Family Friendly",2
"Chinese, Chicken, Seafood",2
"Japanese, Sushi, Asian, Exclusive to Eats",2
"Juice and Smoothies, Breakfast and Brunch",2
"Indian, Vegetarian, Asian, Specialty Foods",2
"Salads, Sandwich, Healthy, Exclusive to Eats",2
"Desserts, Sandwiches, Coffee and Tea",2
"American, BBQ, Comfort Food, Southern, Wings",2
"Breakfast and Brunch, Pastry, American",2
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Sandwich, Healthy",2
"American, New American, Breakfast and Brunch",2
"Sandwich, Italian",2
"Seafood, American, Cajun",2
"Coffee and Tea, American, Breakfast and Brunch, Family Meals",2
"Chicken, American, Wings",2
"Black-owned, Wings, American, Fast Food",2
"Mediterranean, Middle Eastern, BBQ, Fast Food, Desserts",2
"Indian, Spicy Hot Pot, Family Meals",2
"Pakistani, Indian, Exclusive to Eats",2
"Coffee and Tea, Bubble Tea",2
"Fried Chicken, pizza, Salads, Healthy",2
"American, Family Meals, Fish and Chips, Chicken, Seafood",2
"Asian, Thai, Noodles, Family Friendly",2
"Mexican, Vegetarian-Friendly, Family Friendly",2
"American, Sandwiches, Chicken, Alcohol",2
"Juice and Smoothies, Healthy, Açaí",2
"Wings, Sandwich, American",2
"Chicken, Wings, Fast Food",2
"African, Comfort Food",2
"Juice and Smoothies, Healthy, Breakfast and Brunch, Chicken, Fast Food",2
"Mexican, American",2
"Seafood, American, Southern, Breakfast and Brunch",2
"Salads, Pizza, Pasta",2
"Pizza, Italian, Fast Food, American, Salads",2
"Vietnamese, Noodles, Rice-bowls, Family Friendly",2
"Chinese, Asian, Chicken, Exclusive to Eats",2
"American, Chicken Strips, Comfort Food",2
"American, Desserts, New American",2
"European, Modern European, Seafood, Exclusive to Eats",2
Afghan,2
"Sandwiches, American, Burgers, Sandwich, Fast Food",2
"Burgers, American, Sandwiches, Allergy Friendly, Black-owned",2
"Pasta, Pizza, Italian, Family Friendly",2
"Pizza, American, Italian, Keto, Plant Based",2
"American, Seafood, Comfort Food",2
"American, New American, Burgers",2
"Latin American: Other, Exclusive to Eats",2
"Pizza, American, Italian, Salads, Sandwich",2
"Burritos, Mexican",2
"American, Burgers, Sandwich, Exclusive to Eats",2
"Breakfast and Brunch, Sandwiches",2
"Indian, Vegetarian, Asian, Street Food, Snacks, Fast Food, Diner, Exclusive to Eats, Vegetarian Friendly",2
"Mexican, Breakfast and Brunch, Family Meals",2
"Thai, Asian, Noodles, Salads, Healthy, Family Friendly",2
"Caribbean, Wings, Seafood",2
"Bakery, Cupcakes",2
"Coffee and Tea, American, Kids Friendly",2
"Sandwich, Pizza, Burgers, Family Friendly, Family Meals",2
"Pizza, Salads, Vegetarian Friendly, Healthy",2
"Mexican, Fast Food, American, Vegetarian Friendly, Salads",2
"Juice and Smoothies, Healthy, Exclusive to Eats",2
"Burgers, American, Southern, Comfort Food, Alcohol",2
"Tex Mex, Allergy Friendly",2
"American, Chicken, Sandwiches, Alcohol",2
"Indian, Indian Curry, Family Friendly",2
"Indian, Chinese",2
"Bakery, Cupcakes, American",2
"Asian, Japanese, Sushi, Family Meals",2
"Comfort Food, Healthy, Soup",2
"Chinese, Noodles, Vegetarian",2
"Wings, Chicken, American, Bar Food, Family Meals, Fast Food",2
"American, Burgers, Sandwich, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings",2
"Vietnamese, Asian, Sandwiches",2
"Mexican, Breakfast and Brunch, Salads, Healthy",2
"Mediterranean, Sandwich, Chicken",2
"Black-owned, Mexican, Latin American, New Mexican, Allergy Friendly",2
"Mexican, Desserts, Juice and Smoothies",2
"Caribbean, Family Meals",2
"American, Dinner, Seafood",2
"Sandwich, Salads, Desserts, Healthy",2
"Asian, Asian Fusion, Korean, Exclusive to Eats",2
"Fast Food, Breakfast and Brunch, Traditional American, Family Meals",2
"Indian, Vegetarian Friendly, Seafood",2
"Indian, Vegetarian, Asian, Healthy, Specialty Foods",2
"Asian Fusion, Salads, Fast Food, Healthy, Family Meals",2
"Comfort Food, Cajun, Southern",2
"wings, Pizza, Fast Food",2
"Korean, Japanese, Family Meals",2
"Latin American, Mexican, Seafood",2
"Mexican, Tex Mex, Healthy",2
"Mexican, Burgers, Steak",2
"Breakfast and Brunch, Tacos",2
"Salads, Chicken, Pasta, Family Meals, Healthy",2
"wings, Chicken, Comfort Food, Family Friendly",2
"Mediterranean, Greek, Vegetarian, Family Meals, Persian, Healthy, Family Friendly",2
"Pharmacy, Convenience, Everyday Essentials, Snacks, Baby",2
"American, Sushi",2
"American, Desserts, Burgers, Pizza",2
"Burgers, BBQ, American, Sandwiches",2
"wings, Burgers, Sandwich",2
"Thai, Asian, Noodles, Seafood",2
"BBQ, American, Chicken, Pasta, Burgers",2
"Everyday Essentials, Convenience, Pharmacy, Baby",2
